ID;ACTE;DESCRIPCIO;EMAIL_ACTE;WEB_ACTE;A_CARREC;LLOC;DATA_INI;DATA_FI;GRATUIT;PREU;HORA_INI;HORA_FI;IMATGE;DISTRICTE;TIPUS_ACTE;OBSERVACIONS;CICLE;DESCRIPCIOCICLE;CICLE_DATA_INI;CICLE_DATA_FI;DATA_PUB;X;Y;LONGITUD;LATITUD;URL
83696;Curs: Xarxes Socials;Cursos;puntxarxa@terrassa.cat                                                                              ;http://www.terrassa.cat/puntxarxa                                                                   ;PUNTXARXA;Centre Cívic Municipal Montserrat Roig;2015-06-11 15:00:00;2015-06-11 17:30:00;T;;01/01/1900 15:00:00;01/01/1900 17:30:00;;2;CURSOS;Adreçat a persones que volen iniciar-se en el món de les TIC. Activitat totalment gratuïta. Inscripcions al mateix centre on es realitza l activitat.;FORMACIÓ ALS PUNTXARXA 2014-2015                                                                                                                                                                        ;Realització de cursos d alfabetització de noves tecnologies.;2014-09-15;2015-07-31;2015-06-04;418993,4901;4602089,4776;2,0273429012025;41.5645316084329;http://www.terrassa.cat/veureacte?numActe=83696
83697;Curs: iniciació a la informàtica;Cursos;puntxarxa@terrassa.cat                                                                              ;http://www.terrassa.cat/puntxarxa                                                                   ;PUNTXARXA;Centre Cívic Municipal Montserrat Roig;2015-06-12 15:00:00;2015-06-17 17:30:00;T;;01/01/1900 15:00:00;01/01/1900 17:30:00;;2;CURSOS;Adreçat a persones que volen iniciar-se en el món de les TIC. Activitat totalment gratuïta. Inscripcions al mateix centre on es realitza l activitat.;FORMACIÓ ALS PUNTXARXA 2014-2015                                                                                                                                                                        ;Realització de cursos d alfabetització de noves tecnologies.;2014-09-15;2015-07-31;2015-06-04;418993,4901;4602089,4776;2,0273429012025;41.5645316084329;http://www.terrassa.cat/veureacte?numActe=83697
83698;Fira d Entitats de Gent Gran de Terrassa;Gent gran;gentgran@terrassa.cat                                                                               ;;ENTITATS DE GENT GRAN DE TERRASSA;Plaça Vella;2015-06-13 18:00:00;2015-06-13 21:30:00;T;;01/01/1900 18:00:00;01/01/1900 21:30:00;;1;;18h obertura de la Fira 18:30h Exhibició de: Sevillanes, Ball de Saló, Country, Ball en línia i Sardanes 20:30h Actuació del grup musical Choffers amb peces musicals de Festa Major obert al públic 21:30h Tancament de la Fira;;;;;2015-06-04;;;;;http://www.terrassa.cat/veureacte?numActe=83698
83699;Curs: iniciació a internet;Cursos;puntxarxa@terrassa.cat                                                                              ;http://www.terrassa.cat/puntxarxa                                                                   ;PUNTXARXA;Centre Cívic Municipal Montserrat Roig;2015-06-18 15:00:00;2015-06-19 17:00:00;T;;01/01/1900 15:00:00;01/01/1900 17:00:00;;2;;Adreçat a persones que volen iniciar-se en el món de les TIC. Activitat totalment gratuïta. Inscripcions al mateix centre on es realitza l activitat. ;FORMACIÓ ALS PUNTXARXA 2014-2015                                                                                                                                                                        ;Realització de cursos d alfabetització de noves tecnologies.;2014-09-15;2015-07-31;2015-06-04;418993,4901;4602089,4776;2,0273429012025;41.5645316084329;http://www.terrassa.cat/veureacte?numActe=83699
83700;Curs: Correu electrònic;Cursos;puntxarxa@terrassa.cat                                                                              ;http://www.terrassa.cat/puntxarxa                                                                   ;PUNTXARXA;Centre Cívic Municipal Montserrat Roig;2015-06-22 15:00:00;2015-06-23 17:00:00;T;;01/01/1900 15:00:00;01/01/1900 17:00:00;;2;;Adreçat a persones que volen iniciar-se en el món de les TIC. Activitat totalment gratuïta. Inscripcions al mateix centre on es realitza l activitat. ;FORMACIÓ ALS PUNTXARXA 2014-2015                                                                                                                                                                        ;Realització de cursos d alfabetització de noves tecnologies.;2014-09-15;2015-07-31;2015-06-04;418993,4901;4602089,4776;2,0273429012025;41.5645316084329;http://www.terrassa.cat/veureacte?numActe=83700
83701;Curs: iniciació a la informàtica;Cursos;puntxarxa@terrassa.cat                                                                              ;http://www.terrassa.cat/puntxarxa                                                                   ;PUNTXARXA;Centre Cívic Municipal Montserrat Roig;2015-06-25 15:00:00;2015-06-30 17:30:00;T;;01/01/1900 15:00:00;01/01/1900 17:30:00;;2;CURSOS;Adreçat a persones que volen iniciar-se en el món de les TIC. Activitat totalment gratuïta. Inscripcions al mateix centre on es realitza l activitat.;FORMACIÓ ALS PUNTXARXA 2014-2015                                                                                                                                                                        ;Realització de cursos d alfabetització de noves tecnologies.;2014-09-15;2015-07-31;2015-06-04;418993,4901;4602089,4776;2,0273429012025;41.5645316084329;http://www.terrassa.cat/veureacte?numActe=83701
83702;Curs: iniciació a internet;Cursos;puntxarxa@terrassa.cat                                                                              ;http://www.terrassa.cat/puntxarxa                                                                   ;PUNTXARXA;Centre Cívic Municipal Montserrat Roig;2015-06-29 09:00:00;2015-06-30 11:00:00;T;;01/01/1900 9:00:00;01/01/1900 11:00:00;;2;;Adreçat a persones que volen iniciar-se en el món de les TIC. Activitat totalment gratuïta. Inscripcions al mateix centre on es realitza l activitat. ;FORMACIÓ ALS PUNTXARXA 2014-2015                                                                                                                                                                        ;Realització de cursos d alfabetització de noves tecnologies.;2014-09-15;2015-07-31;2015-06-04;418993,4901;4602089,4776;2,0273429012025;41.5645316084329;http://www.terrassa.cat/veureacte?numActe=83702
83704;Curs: Correu electrònic;Cursos;puntxarxa@terrassa.cat                                                                              ;http://www.terrassa.cat/puntxarxa                                                                   ;PUNTXARXA;Biblioteca Districte 4 - BD4;2015-06-05 10:30:00;2015-06-09 12:30:00;T;;01/01/1900 10:30:00;01/01/1900 12:30:00;;4;;Adreçat a persones que volen iniciar-se en el món de les TIC. Activitat totalment gratuïta. Inscripcions al mateix centre on es realitza l activitat. ;FORMACIÓ ALS PUNTXARXA 2014-2015                                                                                                                                                                        ;Realització de cursos d alfabetització de noves tecnologies.;2014-09-15;2015-07-31;2015-06-04;416598,3321;4601276,4798;1,998734287762;41.5569633541812;http://www.terrassa.cat/veureacte?numActe=83704
83705;Curs: iniciació a la informàtica;Cursos;puntxarxa@terrassa.cat                                                                              ;http://www.terrassa.cat/puntxarxa                                                                   ;PUNTXARXA;Biblioteca Districte 4 - BD4;2015-06-11 10:30:00;2015-06-18 12:30:00;T;;01/01/1900 10:30:00;01/01/1900 12:30:00;;4;CURSOS;Adreçat a persones que volen iniciar-se en el món de les TIC. Activitat totalment gratuïta. Inscripcions al mateix centre on es realitza l activitat.;FORMACIÓ ALS PUNTXARXA 2014-2015                                                                                                                                                                        ;Realització de cursos d alfabetització de noves tecnologies.;2014-09-15;2015-07-31;2015-06-04;416598,3321;4601276,4798;1,998734287762;41.5569633541812;http://www.terrassa.cat/veureacte?numActe=83705
83706;Curs: iniciació a internet;Cursos;puntxarxa@terrassa.cat                                                                              ;http://www.terrassa.cat/puntxarxa                                                                   ;PUNTXARXA;Biblioteca Districte 4 - BD4;2015-06-19 10:30:00;2015-06-23 12:30:00;T;;01/01/1900 10:30:00;01/01/1900 12:30:00;;4;;Adreçat a persones que volen iniciar-se en el món de les TIC. Activitat totalment gratuïta. Inscripcions al mateix centre on es realitza l activitat. ;FORMACIÓ ALS PUNTXARXA 2014-2015                                                                                                                                                                        ;Realització de cursos d alfabetització de noves tecnologies.;2014-09-15;2015-07-31;2015-06-04;416598,3321;4601276,4798;1,998734287762;41.5569633541812;http://www.terrassa.cat/veureacte?numActe=83706
83707;Curs: Correu electrònic;Cursos;puntxarxa@terrassa.cat                                                                              ;http://www.terrassa.cat/puntxarxa                                                                   ;PUNTXARXA;Biblioteca Districte 4 - BD4;2015-06-25 10:30:00;2015-06-26 12:30:00;T;;01/01/1900 10:30:00;01/01/1900 12:30:00;;4;;Adreçat a persones que volen iniciar-se en el món de les TIC. Activitat totalment gratuïta. Inscripcions al mateix centre on es realitza l activitat. ;FORMACIÓ ALS PUNTXARXA 2014-2015                                                                                                                                                                        ;Realització de cursos d alfabetització de noves tecnologies.;2014-09-15;2015-07-31;2015-06-04;416598,3321;4601276,4798;1,998734287762;41.5569633541812;http://www.terrassa.cat/veureacte?numActe=83707
83709;Curs: Correu electrònic;Cursos;puntxarxa@terrassa.cat                                                                              ;http://www.terrassa.cat/puntxarxa                                                                   ;PUNTXARXA;Biblioteca Districte 4 - BD4;2015-06-05 17:30:00;2015-06-09 19:30:00;T;;01/01/1900 17:30:00;01/01/1900 19:30:00;;4;;Adreçat a persones que volen iniciar-se en el món de les TIC. Activitat totalment gratuïta. Inscripcions al mateix centre on es realitza l activitat. ;FORMACIÓ ALS PUNTXARXA 2014-2015                                                                                                                                                                        ;Realització de cursos d alfabetització de noves tecnologies.;2014-09-15;2015-07-31;2015-06-04;416598,3321;4601276,4798;1,998734287762;41.5569633541812;http://www.terrassa.cat/veureacte?numActe=83709
83710;Curs: iniciació a la informàtica;Cursos;puntxarxa@terrassa.cat                                                                              ;http://www.terrassa.cat/puntxarxa                                                                   ;PUNTXARXA;Biblioteca Districte 4 - BD4;2015-06-11 17:30:00;2015-06-18 19:30:00;T;;01/01/1900 17:30:00;01/01/1900 19:30:00;;4;CURSOS;Adreçat a persones que volen iniciar-se en el món de les TIC. Activitat totalment gratuïta. Inscripcions al mateix centre on es realitza l activitat.;FORMACIÓ ALS PUNTXARXA 2014-2015                                                                                                                                                                        ;Realització de cursos d alfabetització de noves tecnologies.;2014-09-15;2015-07-31;2015-06-04;416598,3321;4601276,4798;1,998734287762;41.5569633541812;http://www.terrassa.cat/veureacte?numActe=83710
